NovaNet_zkp,handle,frenpetonbase,makegamesfast,ZackPokorny_,binancelabs,boldleonidas,paytweed,realDonaldTrump,CalBlockchain,blueprintsmb22,k33cIjEcC3,goodalexander,Chobani,komorebi8888_jp,ritualnet,isnotmintedyet,CarnegieMellon,smlevin11,grok,Starknet,saammotamedi,Rkc6TO4DbV,airbnb,thelistenroom,Optimism,durov,a4JtetfL0u,SuiNetwork,avax,robbiepetersen_,RhKEkfin1g,DSG6gt7ykE,0x_Imperius,mhdempsey,LootRushGames,HydraVentures_,ahoyberlin,federicocarrone,sampritibh,AlokVasudev,shoqanaw,VpjfdovRfk,0xRMT,ElectricCapital,haunventures,optimism,BitMEX,OffxTech,gwern,BarrowNeuro,BizCapMngt,shanvasion,charlestonccats,allnick,0x94305,alignedlayer,cryptodatabytes,josh_benaron,compubutton,TickerHistory,Polymarket,eidon_ai,40Cfk3jWaO,blobfam1,PEDIyoSP6q,eG0CZL5IXH,0xdyad,dbwoods11,ComeBuidlwithUs,AgoraDollar,pahlkadot,AzaarExchange,FarmerJoe0x,trustwallet,coinfund_io,babson,vibhu
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BessemerVP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NzhPD49uTb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ForbesCrypto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pangacapital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fabric_vc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clipper_DEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoinbaseAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matt_Hougan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shipyardsw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jesshoulgrave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cuysheffield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kickstarter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WhorenOnSol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freezer_boi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AdvisorCircle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WXblockchain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jamesfickel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,frogmonkee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Token_Unlocks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SeanMacAonghais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RicardoBSalinas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newmarkjschool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dba_crypto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yH8tET5ArF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,martinkou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stanfordmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,casparschwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8pkS1AeYex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FJLabs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bloomberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SeekingAlpha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,age1vc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ethereum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TheSpartanGroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GwwzG9qkOV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GlimmerDAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZksyncVerse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jon_charb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convergence_Ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,superstatefunds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HarvardHBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crypto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jo_moormann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hebtroco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harvard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandyBetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DefiIgnas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,class_lambda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_inceptioncap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CasperJohansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,techberlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,zksync,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fesshole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opnrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HBSCryptoClub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,walletconnect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,definikola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJCPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MarkBeylin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,defisaver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CoinDesk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plutopheliar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,irys_xyz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCC2_xyz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WallStreetBTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uwaterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,emilyjnicolle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7O0WAdXUnT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ystrickler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,enshriningplebs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,lalleclausen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bbgintelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eoRE5TtvNl,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA0C06rhXQ,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,visegrad24,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GCRClassic,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,arguslabs_,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,joshua_j_lim,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bitcoinPalmer,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blockworks_,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,amaroneli,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYTimes,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xblockchainsc,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fungibIes,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reflexerfinance,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TrustlessMike,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SyCUJ97GDw,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EdwardDiGi,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,whalecalls,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vzxJlLhRIv,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outpxce,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,twistthestudio,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,search?q=%24ETH&src=cashtag_click,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RealAlexJones,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saylor,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,q5mHPJDobs,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,web3_collective,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DrutangReborn,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lavanetxyz,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,redstonexyz,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unchainiran,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,deanbphillips,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bloomlabsinc,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41R8wG8na2,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevin_Kelly_II,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xconsoles,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Doc_Kov,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,warinstitute,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JasonYanowitz,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blackrockonbase,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SpencerGuard,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hedgedhog7,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xT1capital,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cherdougie,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Awawat_Trades,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dragonkinganu,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TheMisterFrog,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,consensys,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB4ob8Ak0j,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CryptoWhaleBot,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sailwithcompass,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,theempirepod,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rebirthdao,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hentaiavenger66,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,satsdart,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mns,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xMantle,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nqQDcusYGN,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Core_Scientific,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PleasrDAO,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rockaway_x,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StefanTompson,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia_Biz,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JordynTilchen,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8T8rrAJJAM,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,benjaminsimon97,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0xbowio,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeItaone,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mattomattik,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elicalebon,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,_Jonahw,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mechanismcap,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tokentable,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GSR_io,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DWBenefield,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AdamRFisher,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jews_in_control,,,,,
,AviFelman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fourmoonsllc,,,,,
